Date_reported,casos_nuevos,muertes_nuevas,region
2020-12-18,364316,5855,AMRO
2020-12-19,369255,6076,AMRO
2020-12-20,346953,5164,AMRO
2020-12-21,302796,4687,AMRO
2020-12-22,257443,3181,AMRO
2020-12-23,252405,3652,AMRO
2020-12-24,308511,6001,AMRO
2020-12-25,338630,5956,AMRO
2020-12-26,312907,5283,AMRO
2020-12-27,198787,3445,AMRO
2020-12-28,238678,2900,AMRO
2020-12-29,207084,3304,AMRO
2020-12-30,241623,3729,AMRO
2020-12-31,326076,6583,AMRO
2021-01-01,355390,6915,AMRO
2021-01-02,355958,6185,AMRO
2021-01-03,247903,4593,AMRO
2021-01-04,335238,3968,AMRO
2021-01-05,263232,3066,AMRO
2021-01-06,252755,4192,AMRO
2021-01-07,356571,6949,AMRO
2021-01-08,387637,7305,AMRO
2021-01-09,442575,7869,AMRO
2021-01-10,442885,6737,AMRO
2021-01-11,376556,6831,AMRO
2021-01-12,306835,4278,AMRO
2021-01-13,285190,4638,AMRO
2021-01-14,357215,7637,AMRO
2021-01-15,360337,7711,AMRO
2021-01-16,372067,7197,AMRO
2021-01-17,406396,7067,AMRO
2021-01-18,352958,6924,AMRO
2021-01-19,278833,4398,AMRO
2021-01-20,231498,4547,AMRO
2021-01-21,285375,6637,AMRO
2021-01-22,334364,8655,AMRO
2021-01-23,326289,8470,AMRO
2021-01-24,322096,7923,AMRO
2021-01-25,305675,7301,AMRO
2021-01-26,219646,4645,AMRO
2021-01-27,212901,4995,AMRO
2021-01-28,277558,8178,AMRO
2021-01-29,292050,8273,AMRO
2021-01-30,285228,7976,AMRO
2021-01-31,276301,7404,AMRO
2021-02-01,274472,7163,AMRO
2021-02-02,179518,4387,AMRO
2021-02-03,193682,4609,AMRO
2021-02-04,221638,6277,AMRO
2021-02-05,234631,7831,AMRO
2021-02-06,240989,9193,AMRO
2021-02-07,235074,7574,AMRO
2021-02-08,210847,6625,AMRO
2021-02-09,153583,3755,AMRO
2021-02-10,138917,4339,AMRO
2021-02-11,186907,7155,AMRO
2021-02-12,206605,7377,AMRO
2021-02-13,206028,7553,AMRO
2021-02-14,206107,9406,AMRO
2021-02-15,173572,6842,AMRO
2021-02-16,120496,3677,AMRO
2021-02-17,111573,3419,AMRO
2021-02-18,149082,5208,AMRO
2021-02-19,170480,6306,AMRO
2021-02-20,168302,6383,AMRO
2021-02-21,169416,5932,AMRO
2021-02-22,168559,5390,AMRO
2021-02-23,120297,3492,AMRO
2021-02-24,113122,3944,AMRO
2021-02-25,171143,5729,AMRO
2021-02-26,187400,5872,AMRO
2021-02-27,187480,6705,AMRO
2021-02-28,179687,5170,AMRO
2021-03-01,169879,5060,AMRO
2021-03-02,113819,3237,AMRO
2021-03-03,115262,3599,AMRO
2021-03-04,157466,5919,AMRO
2021-03-05,172587,5617,AMRO
2021-03-06,187391,5489,AMRO
2021-03-07,183652,5668,AMRO
2021-03-08,163948,4807,AMRO
2021-03-09,154088,3403,AMRO
2021-03-10,106794,3281,AMRO
2021-03-11,165905,5276,AMRO
2021-03-12,186289,5594,AMRO
2021-03-13,181690,5326,AMRO
2021-03-14,193462,5247,AMRO
2021-03-15,166652,4600,AMRO
2021-03-16,112911,2917,AMRO
2021-03-17,115450,3159,AMRO
2021-03-18,176310,5201,AMRO
2021-03-19,197508,5813,AMRO
2021-03-20,197726,6095,AMRO
2021-03-21,202724,6011,AMRO
2021-03-22,190634,4865,AMRO
2021-03-23,122401,2976,AMRO
2021-03-24,144948,3707,AMRO
2021-03-25,192492,5967,AMRO
2021-03-26,212639,5001,AMRO
2021-03-27,222384,5889,AMRO
2021-03-28,219363,6740,AMRO
2021-03-29,205229,6101,AMRO
2021-03-30,139441,3887,AMRO
2021-03-31,149612,3780,AMRO
2021-04-01,201663,6660,AMRO
2021-04-02,226608,6798,AMRO
2021-04-03,238302,6412,AMRO
2021-04-04,191619,5067,AMRO
2021-04-05,164881,4342,AMRO
2021-04-06,126768,3010,AMRO
2021-04-07,148466,3509,AMRO
2021-04-08,221461,7063,AMRO
2021-04-09,248787,6892,AMRO
2021-04-10,248638,7473,AMRO
2021-04-11,266686,7339,AMRO
2021-04-12,222601,7429,AMRO
2021-04-13,161148,3907,AMRO
2021-04-14,165224,4082,AMRO
2021-04-15,245164,6964,AMRO
2021-04-16,236304,6943,AMRO
2021-04-17,239411,7041,AMRO
2021-04-18,256306,6524,AMRO
2021-04-19,217337,5944,AMRO
2021-04-20,162938,3735,AMRO
2021-04-21,143585,3795,AMRO
2021-04-22,218976,6691,AMRO
2021-04-23,232855,7137,AMRO
2021-04-24,208156,5727,AMRO
2021-04-25,229682,6568,AMRO
2021-04-26,206674,6182,AMRO
2021-04-27,140424,3662,AMRO
2021-04-28,123320,3957,AMRO
2021-04-29,206320,6314,AMRO
2021-04-30,224013,6552,AMRO
2021-05-01,219946,6796,AMRO
2021-05-02,208413,6052,AMRO
2021-05-03,189635,5581,AMRO
2021-05-04,125025,3495,AMRO
2021-05-05,116676,3737,AMRO
2021-05-06,197113,6200,AMRO
2021-05-07,197931,6186,AMRO
2021-05-08,204772,5505,AMRO
2021-05-09,206224,5748,AMRO
2021-05-10,172093,4949,AMRO
2021-05-11,128861,3221,AMRO
2021-05-12,106377,3471,AMRO
2021-05-13,184707,5263,AMRO
2021-05-14,195261,5722,AMRO
2021-05-15,203284,5583,AMRO
2021-05-16,212172,5409,AMRO
2021-05-17,175766,4736,AMRO
2021-05-18,119864,3181,AMRO
2021-05-19,124808,3434,AMRO
2021-05-20,189465,5832,AMRO
2021-05-21,206765,5478,AMRO
2021-05-22,207170,5357,AMRO
2021-05-23,198154,5402,AMRO
2021-05-24,185188,4535,AMRO
2021-05-25,126260,3191,AMRO
2021-05-26,124573,3169,AMRO
2021-05-27,182165,5113,AMRO
2021-05-28,205841,5941,AMRO
2021-05-29,197181,5424,AMRO
2021-05-30,177564,5646,AMRO
2021-05-31,180008,4632,AMRO
2021-06-01,124138,2868,AMRO
2021-06-02,112890,3043,AMRO
2021-06-03,202010,9341,AMRO
2021-06-04,212564,5559,AMRO
2021-06-05,199589,4611,AMRO
2021-06-06,159920,4333,AMRO
2021-06-07,165553,4111,AMRO
2021-06-08,123235,3188,AMRO
2021-06-09,120902,3533,AMRO
2021-06-10,154526,5122,AMRO
2021-06-11,200607,5608,AMRO
2021-06-12,196855,5446,AMRO
2021-06-13,187287,4896,AMRO
2021-06-14,173225,4477,AMRO
2021-06-15,113735,2992,AMRO
2021-06-16,119801,3067,AMRO
2021-06-17,177304,5215,AMRO
2021-06-18,199972,5680,AMRO
2021-06-19,178076,4804,AMRO
2021-06-20,191687,4622,AMRO
2021-06-21,164528,4488,AMRO
2021-06-22,114681,3151,AMRO
2021-06-23,103080,2943,AMRO
2021-06-24,177669,5039,AMRO
2021-06-25,217846,5155,AMRO
2021-06-26,182457,4739,AMRO
2021-06-27,179548,4606,AMRO
2021-06-28,155555,3738,AMRO
2021-06-29,107034,2628,AMRO
2021-06-30,111581,2855,AMRO
2021-07-01,160287,4286,AMRO
2021-07-02,135352,4411,AMRO
2021-07-03,162679,4547,AMRO
2021-07-04,159458,4258,AMRO
2021-07-05,133760,3438,AMRO
2021-07-06,86074,2461,AMRO
2021-07-07,93510,2553,AMRO
2021-07-08,178720,4099,AMRO
2021-07-09,153146,3933,AMRO
2021-07-10,158144,3844,AMRO
2021-07-11,159171,3410,AMRO
2021-07-12,120215,3189,AMRO
2021-07-13,109866,2155,AMRO
2021-07-14,94759,2451,AMRO
2021-07-15,148493,3612,AMRO
2021-07-16,171568,3904,AMRO
2021-07-17,167228,3572,AMRO
2021-07-18,155348,3541,AMRO
2021-07-19,111518,2432,AMRO
2021-07-20,138768,2171,AMRO
2021-07-21,105997,10992,AMRO
2021-07-22,299020,3243,AMRO
2021-07-23,177746,3592,AMRO
2021-07-24,181786,3401,AMRO
2021-07-25,246228,3125,AMRO
2021-07-26,117063,2523,AMRO
2021-07-27,161008,2391,AMRO
2021-07-28,117762,2186,AMRO
2021-07-29,192695,3267,AMRO
2021-07-30,228360,3764,AMRO
2021-07-31,188899,3148,AMRO
2021-08-01,221538,3397,AMRO
2021-08-02,126939,2361,AMRO
2021-08-03,196966,1777,AMRO
2021-08-04,145321,2010,AMRO
2021-08-05,225589,3694,AMRO
2021-08-06,219886,3404,AMRO
2021-08-07,230117,3405,AMRO
2021-08-08,245859,3196,AMRO
2021-08-09,206138,2535,AMRO
2021-08-10,105496,1544,AMRO
2021-08-11,224632,2709,AMRO
2021-08-12,231432,3530,AMRO
2021-08-13,243378,3248,AMRO
2021-08-14,248281,3189,AMRO
2021-08-15,249031,3289,AMRO
2021-08-16,266173,3316,AMRO
2021-08-17,154253,1400,AMRO
2021-08-18,170280,1847,AMRO
2021-08-19,243008,4552,AMRO
2021-08-20,272966,3969,AMRO
2021-08-21,236908,3486,AMRO
2021-08-22,283886,3514,AMRO
2021-08-23,226099,3516,AMRO
2021-08-24,91363,1276,AMRO
2021-08-25,283462,2649,AMRO
2021-08-26,262271,4843,AMRO
2021-08-27,280892,4049,AMRO
2021-08-28,260279,3700,AMRO
2021-08-29,77801,2228,AMRO
2021-08-30,353416,4994,AMRO
2021-08-31,222766,1930,AMRO
2021-09-01,182098,2103,AMRO
2021-09-02,219400,3517,AMRO
2021-09-03,310615,6023,AMRO
2021-09-04,248652,4080,AMRO
2021-09-05,230596,3495,AMRO
2021-09-06,164878,3703,AMRO
2021-09-07,102954,1384,AMRO
2021-09-08,291470,2507,AMRO
2021-09-09,186419,4689,AMRO
2021-09-10,235188,3567,AMRO
2021-09-11,248546,3874,AMRO
2021-09-12,259698,5328,AMRO
2021-09-13,118955,2516,AMRO
2021-09-14,215015,2154,AMRO
2021-09-15,187129,2316,AMRO
2021-09-16,208011,6204,AMRO
2021-09-17,225455,4523,AMRO
2021-09-18,409517,7017,AMRO
2021-09-19,109758,1825,AMRO
2021-09-20,210275,2301,AMRO
2021-09-21,35618,784,AMRO
2021-09-22,258613,3351,AMRO
2021-09-23,179377,5374,AMRO
2021-09-24,209984,4468,AMRO
2021-09-25,186725,3713,AMRO
2021-09-26,193672,3897,AMRO
2021-09-27,155680,3742,AMRO
2021-09-28,128089,1685,AMRO
2021-09-29,137424,2617,AMRO
2021-09-30,158747,3856,AMRO
2021-10-01,173034,4981,AMRO
2021-10-02,180643,3561,AMRO
2021-10-03,188060,3901,AMRO
2021-10-04,21664,900,AMRO
2021-10-05,196772,3436,AMRO
2021-10-06,114235,2016,AMRO
2021-10-07,162089,4690,AMRO
2021-10-08,161697,3635,AMRO
2020-01-03,0,0,EURO
2020-01-04,0,0,EURO
2020-01-05,0,0,EURO
2020-01-06,0,0,EURO
2020-01-07,0,0,EURO
2020-01-08,0,0,EURO
2020-01-09,0,0,EURO
2020-01-10,0,0,EURO
2020-01-11,0,0,EURO
2020-01-12,0,0,EURO
2020-01-13,0,0,EURO
2020-01-14,0,0,EURO
2020-01-15,0,0,EURO
2020-01-16,0,0,EURO
2020-01-17,0,0,EURO
2020-01-18,0,0,EURO
2020-01-19,0,0,EURO
2020-01-20,1,0,EURO
2020-01-21,0,0,EURO
2020-01-22,0,0,EURO
2020-01-23,0,0,EURO
2020-01-24,3,0,EURO
2020-01-25,0,0,EURO
2020-01-26,0,0,EURO
2020-01-27,0,0,EURO
2020-01-28,2,0,EURO
2020-01-29,6,0,EURO
2020-01-30,1,0,EURO
2020-01-31,6,0,EURO
2020-02-01,4,0,EURO
2020-02-02,3,0,EURO
2020-02-03,1,0,EURO
2020-02-04,3,0,EURO
2020-02-05,0,0,EURO
2020-02-06,0,0,EURO
2020-02-07,2,0,EURO
2020-02-08,6,0,EURO
2020-02-09,0,0,EURO
2020-02-10,4,0,EURO
2020-02-11,3,0,EURO
2020-02-12,2,0,EURO
2020-02-13,1,1,EURO
2020-02-14,3,0,EURO
2020-02-15,0,1,EURO
2020-02-16,0,0,EURO
2020-02-17,1,0,EURO
2020-02-18,0,0,EURO
2020-02-19,0,0,EURO
2020-02-20,0,0,EURO
2020-02-21,2,0,EURO
2020-02-22,14,0,EURO
2020-02-23,65,2,EURO
2020-02-24,55,0,EURO
2020-02-25,102,4,EURO
2020-02-26,107,5,EURO
2020-02-27,108,2,EURO
2020-02-28,331,5,EURO
2020-02-29,336,5,EURO
2020-03-01,412,8,EURO
2020-03-02,689,6,EURO
2020-03-03,577,18,EURO
2020-03-04,796,29,EURO
2020-03-05,1087,30,EURO
2020-03-06,1521,46,EURO
2020-03-07,1851,55,EURO
2020-03-08,2197,41,EURO
2020-03-09,2738,147,EURO
2020-03-10,3717,129,EURO
2020-03-11,3575,193,EURO
2020-03-12,5925,251,EURO
2020-03-13,7428,251,EURO
2020-03-14,8119,344,EURO
2020-03-15,9536,308,EURO
2020-03-16,9113,557,EURO
2020-03-17,12230,554,EURO
2020-03-18,12911,630,EURO
2020-03-19,15939,825,EURO
2020-03-20,23452,971,EURO
2020-03-21,23928,1188,EURO
2020-03-22,24345,1560,EURO
2020-03-23,22263,1484,EURO
2020-03-24,26799,1645,EURO
2020-03-25,28102,2081,EURO
2020-03-26,33331,2200,EURO
2020-03-27,38351,2417,EURO
2020-03-28,40804,2906,EURO
2020-03-29,36940,2942,EURO
2020-03-30,31003,2686,EURO
2020-03-31,31591,3060,EURO
2020-04-01,41967,3463,EURO
2020-04-02,39271,3624,EURO
2020-04-03,38108,3676,EURO
2020-04-04,41108,5290,EURO
2020-04-05,38022,4296,EURO
2020-04-06,29521,3232,EURO
2020-04-07,31453,3734,EURO
2020-04-08,35052,5156,EURO
2020-04-09,39166,4055,EURO
2020-04-10,40213,5038,EURO
2020-04-11,39717,4375,EURO
2020-04-12,35039,3810,EURO
2020-04-13,29481,3228,EURO
2020-04-14,27537,3406,EURO
2020-04-15,34376,4208,EURO
2020-04-16,33246,4790,EURO
2020-04-17,36810,4164,EURO
2020-04-18,33913,3873,EURO
2020-04-19,34493,3771,EURO
2020-04-20,27133,2579,EURO
2020-04-21,28982,2991,EURO
2020-04-22,32080,3846,EURO
2020-04-23,30119,3248,EURO
2020-04-24,31748,3024,EURO
2020-04-25,31317,3153,EURO
2020-04-26,28724,2831,EURO
2020-04-27,22986,1899,EURO
2020-04-28,23460,2145,EURO
2020-04-29,23620,2840,EURO
2020-04-30,28107,2678,EURO
2020-05-01,28325,2294,EURO
2020-05-02,27145,2086,EURO
2020-05-03,26284,2011,EURO
2020-05-04,23593,1376,EURO
2020-05-05,21373,1616,EURO
2020-05-06,25968,2190,EURO
2020-05-07,30110,2105,EURO
2020-05-08,26224,1789,EURO
2020-05-09,26499,1885,EURO
2020-05-10,24470,1203,EURO
2020-05-11,21163,1036,EURO
2020-05-12,20401,1296,EURO
2020-05-13,24991,1846,EURO
2020-05-14,22624,1394,EURO
2020-05-15,23784,1575,EURO
2020-05-16,21028,1321,EURO
2020-05-17,21932,1129,EURO
2020-05-18,18753,708,EURO
2020-05-19,18945,928,EURO
2020-05-20,19345,1328,EURO
2020-05-21,22269,1097,EURO
2020-05-22,19673,993,EURO
2020-05-23,19428,969,EURO
2020-05-24,19171,870,EURO
2020-05-25,17643,845,EURO
2020-05-26,17180,743,EURO
2020-05-27,17437,806,EURO
2020-05-28,18509,1098,EURO
2020-05-29,19165,1021,EURO
2020-05-30,18952,879,EURO
2020-05-31,18282,714,EURO
2020-06-01,16904,537,EURO
2020-06-02,16006,620,EURO
2020-06-03,16979,841,EURO
2020-06-04,18869,837,EURO
2020-06-05,18556,634,EURO
2020-06-06,18470,863,EURO
2020-06-07,18145,604,EURO
2020-06-08,17847,409,EURO
2020-06-09,16805,559,EURO
2020-06-10,17441,814,EURO
2020-06-11,18608,664,EURO
2020-06-12,19289,541,EURO
2020-06-13,18806,531,EURO
2020-06-14,19360,502,EURO
2020-06-15,17504,405,EURO
2020-06-16,17734,453,EURO
2020-06-17,18264,697,EURO
2020-06-18,19532,579,EURO
2020-06-19,19294,579,EURO
2020-06-20,18654,497,EURO
2020-06-21,19044,427,EURO
2020-06-22,17546,319,EURO
2020-06-23,17339,410,EURO
2020-06-24,18981,520,EURO
2020-06-25,20761,351,EURO
2020-06-26,20015,530,EURO
2020-06-27,19778,517,EURO
2020-06-28,19023,329,EURO
2020-06-29,18158,306,EURO
2020-06-30,16688,398,EURO
2020-07-01,27950,510,EURO
2020-07-02,19856,460,EURO
2020-07-03,19851,489,EURO
2020-07-04,19367,451,EURO
2020-07-05,19284,371,EURO
2020-07-06,16987,353,EURO
2020-07-07,17490,423,EURO
2020-07-08,19218,485,EURO
2020-07-09,20975,508,EURO
2020-07-10,21225,439,EURO
2020-07-11,21255,474,EURO
2020-07-12,21196,338,EURO
2020-07-13,18579,311,EURO
2020-07-14,19835,380,EURO
2020-07-15,21351,412,EURO
2020-07-16,23144,469,EURO
2020-07-17,23034,422,EURO
2020-07-18,22121,654,EURO
2020-07-19,21862,339,EURO
2020-07-20,19158,491,EURO
2020-07-21,20886,418,EURO
2020-07-22,22523,438,EURO
2020-07-23,24380,415,EURO
2020-07-24,24071,423,EURO
2020-07-25,23998,395,EURO
2020-07-26,23079,294,EURO
2020-07-27,20158,262,EURO
2020-07-28,21755,388,EURO
2020-07-29,30894,627,EURO
2020-07-30,33005,414,EURO
2020-07-31,32246,419,EURO
2020-08-01,30830,345,EURO
2020-08-02,35876,323,EURO
2020-08-03,29309,572,EURO
2020-08-04,29344,413,EURO
2020-08-05,34046,405,EURO
2020-08-06,36392,395,EURO
2020-08-07,35440,403,EURO
2020-08-08,35196,402,EURO
2020-08-09,35249,314,EURO
2020-08-10,29600,602,EURO
2020-08-11,31164,391,EURO
2020-08-12,36779,418,EURO
2020-08-13,39596,414,EURO
2020-08-14,37167,407,EURO
2020-08-15,36902,400,EURO
2020-08-16,40310,457,EURO
2020-08-17,32842,488,EURO
2020-08-18,33010,379,EURO
2020-08-19,39228,372,EURO
2020-08-20,43300,434,EURO
2020-08-21,40742,367,EURO
2020-08-22,40591,408,EURO
2020-08-23,44387,338,EURO
2020-08-24,37258,441,EURO
2020-08-25,37215,432,EURO
2020-08-26,42149,458,EURO
2020-08-27,48228,421,EURO
2020-08-28,44616,443,EURO
2020-08-29,42902,402,EURO
2020-08-30,49552,371,EURO
2020-08-31,41413,433,EURO
2020-09-01,41508,487,EURO
2020-09-02,45685,481,EURO
2020-09-03,53888,502,EURO
2020-09-04,49392,490,EURO
2020-09-05,48076,450,EURO
2020-09-06,57729,439,EURO
2020-09-07,49450,398,EURO
2020-09-08,49525,486,EURO
2020-09-09,55122,571,EURO
2020-09-10,62235,528,EURO
2020-09-11,57764,489,EURO
2020-09-12,55920,586,EURO
2020-09-13,65781,449,EURO
2020-09-14,55908,445,EURO
2020-09-15,57801,621,EURO
2020-09-16,66614,680,EURO
2020-09-17,72638,647,EURO
2020-09-18,67993,661,EURO
2020-09-19,64407,778,EURO
2020-09-20,77699,555,EURO
2020-09-21,61946,512,EURO
2020-09-22,63124,675,EURO
2020-09-23,71213,728,EURO
2020-09-24,79641,750,EURO
2020-09-25,75871,711,EURO
2020-09-26,74342,889,EURO
2020-09-27,80485,693,EURO
2020-09-28,67786,575,EURO
2020-09-29,67283,739,EURO
2020-09-30,81685,882,EURO
2020-10-01,95561,852,EURO
2020-10-02,92791,924,EURO
2020-10-03,87752,917,EURO
2020-10-04,102577,747,EURO
2020-10-05,84931,653,EURO
2020-10-06,102341,896,EURO
2020-10-07,113953,1070,EURO
2020-10-08,127285,1048,EURO
2020-10-09,122387,1016,EURO
2020-10-10,122530,1100,EURO
2020-10-11,138607,967,EURO
2020-10-12,117498,889,EURO
2020-10-13,130027,1142,EURO
2020-10-14,153317,1328,EURO
2020-10-15,168712,1393,EURO
2020-10-16,163538,1400,EURO
2020-10-17,160383,1542,EURO
2020-10-18,190409,1284,EURO
2020-10-19,166621,1189,EURO
2020-10-20,182850,1527,EURO
2020-10-21,224465,1983,EURO
2020-10-22,250649,1931,EURO
2020-10-23,232980,1955,EURO
2020-10-24,224551,2177,EURO
2020-10-25,268013,1948,EURO
2020-10-26,226126,1785,EURO
2020-10-27,238920,2110,EURO
2020-10-28,286411,3022,EURO
2020-10-29,296845,2765,EURO
2020-10-30,276607,2923,EURO
2020-10-31,264586,3199,EURO
2020-11-01,309189,2862,EURO
2020-11-02,249220,2461,EURO
2020-11-03,251199,3012,EURO
2020-11-04,290867,4302,EURO
2020-11-05,313868,3906,EURO
2020-11-06,292344,4024,EURO
2020-11-07,282645,4568,EURO
2020-11-08,302697,3650,EURO
2020-11-09,246344,3075,EURO
2020-11-10,215964,3802,EURO
2020-11-11,291175,5508,EURO
2020-11-12,289600,4671,EURO
2020-11-13,286650,4642,EURO
2020-11-14,278436,4983,EURO
2020-11-15,278179,4286,EURO
2020-11-16,224875,3621,EURO
2020-11-17,227478,4215,EURO
2020-11-18,253258,5917,EURO
2020-11-19,273966,5352,EURO
2020-11-20,272574,5130,EURO
2020-11-21,263645,5910,EURO
2020-11-22,253881,4462,EURO
2020-11-23,204263,3658,EURO
2020-11-24,202345,4815,EURO
2020-11-25,249536,6296,EURO
2020-11-26,253211,5650,EURO
2020-11-27,269515,5536,EURO
2020-11-28,261871,6152,EURO
2020-11-29,247045,4801,EURO
2020-11-30,202156,3814,EURO
2020-12-01,199646,4750,EURO
2020-12-02,232054,6017,EURO
2020-12-03,262535,5772,EURO
2020-12-04,263701,5728,EURO
2020-12-05,259097,5919,EURO
2020-12-06,252086,4705,EURO
2020-12-07,203108,3840,EURO
2020-12-08,206213,4451,EURO
2020-12-09,242274,6029,EURO
2020-12-10,260276,5175,EURO
2020-12-11,272200,5837,EURO
2020-12-12,266963,5835,EURO
2020-12-13,258384,4909,EURO
2020-12-14,214997,3661,EURO
2020-12-15,219164,4914,EURO
2020-12-16,271466,6802,EURO
2020-12-17,288778,5765,EURO
2020-12-18,287966,5795,EURO
2020-12-19,271373,5984,EURO
2020-12-20,255220,4417,EURO
2020-12-21,206592,3626,EURO
2020-12-22,222145,4891,EURO
2020-12-23,262841,6435,EURO
2020-12-24,276609,5812,EURO
2020-12-25,259182,4674,EURO
2020-12-26,199609,3975,EURO
2020-12-27,167569,3405,EURO
2020-12-28,182893,3589,EURO
2020-12-29,218541,5074,EURO
2020-12-30,260566,6891,EURO
2020-12-31,315892,6192,EURO
2021-01-01,307250,5328,EURO
2021-01-02,217680,3957,EURO
2021-01-03,187172,3593,EURO
2021-01-04,212646,3527,EURO
2021-01-05,236767,5142,EURO
2021-01-06,307818,6609,EURO
2021-01-07,328042,5744,EURO
2021-01-08,275125,5691,EURO
2021-01-09,267913,6505,EURO
2021-01-10,263386,4607,EURO
2021-01-11,211933,3667,EURO
2021-01-12,205675,5116,EURO
2021-01-13,267263,6881,EURO
2021-01-14,282774,6562,EURO
2021-01-15,262990,6211,EURO
2021-01-16,239526,6383,EURO
2021-01-17,244270,5004,EURO
2021-01-18,179439,3702,EURO
2021-01-19,182944,5246,EURO
2021-01-20,233603,7403,EURO
2021-01-21,254298,7004,EURO
2021-01-22,232882,6174,EURO
2021-01-23,214232,6544,EURO
2021-01-24,219093,5134,EURO
2021-01-25,162134,3751,EURO
2021-01-26,154289,5164,EURO
2021-01-27,207992,7080,EURO
2021-01-28,232172,6725,EURO
2021-01-29,210969,5954,EURO
2021-01-30,187963,6282,EURO
2021-01-31,192775,4864,EURO
2021-02-01,147417,3586,EURO
2021-02-02,142511,4881,EURO
2021-02-03,175188,6740,EURO
2021-02-04,196579,5973,EURO
2021-02-05,178113,5457,EURO
2021-02-06,159595,5360,EURO
2021-02-07,161319,3908,EURO
2021-02-08,121036,3037,EURO
2021-02-09,120923,4032,EURO
2021-02-10,148088,5836,EURO
2021-02-11,164092,5046,EURO
2021-02-12,151934,4474,EURO
2021-02-13,137368,4671,EURO
2021-02-14,139711,3259,EURO
2021-02-15,107749,2652,EURO
2021-02-16,114619,3463,EURO
2021-02-17,146649,4595,EURO
2021-02-18,158591,4281,EURO
2021-02-19,150464,3796,EURO
2021-02-20,140519,4013,EURO
2021-02-21,148183,2737,EURO
2021-02-22,117304,2102,EURO
2021-02-23,128570,3239,EURO
2021-02-24,163329,3962,EURO
2021-02-25,175323,3505,EURO
2021-02-26,166641,3372,EURO
2021-02-27,156365,3658,EURO
2021-02-28,157566,2616,EURO
2021-03-01,122274,2056,EURO
2021-03-02,134294,3168,EURO
2021-03-03,173943,3739,EURO
2021-03-04,191856,3684,EURO
2021-03-05,178321,3310,EURO
2021-03-06,152350,2993,EURO
2021-03-07,189380,2641,EURO
2021-03-08,129470,2015,EURO
2021-03-09,144536,3077,EURO
2021-03-10,184346,3781,EURO
2021-03-11,209242,3597,EURO
2021-03-12,199681,3434,EURO
2021-03-13,196559,3336,EURO
2021-03-14,203100,2458,EURO
2021-03-15,156506,2246,EURO
2021-03-16,171884,3407,EURO
2021-03-17,214178,3760,EURO
2021-03-18,241660,3512,EURO
2021-03-19,232525,3547,EURO
2021-03-20,216574,3338,EURO
2021-03-21,227837,2602,EURO
2021-03-22,179375,4528,EURO
2021-03-23,202751,3742,EURO
2021-03-24,244944,4038,EURO
2021-03-25,276010,3841,EURO
2021-03-26,262726,3527,EURO
2021-03-27,234231,4144,EURO
2021-03-28,257661,2771,EURO
2021-03-29,197619,2361,EURO
2021-03-30,208137,3815,EURO
2021-03-31,252056,4349,EURO
2021-04-01,288650,3999,EURO
2021-04-02,266357,4022,EURO
2021-04-03,231179,3890,EURO
2021-04-04,203005,2804,EURO
2021-04-05,206400,2815,EURO
2021-04-06,180214,3007,EURO
2021-04-07,216740,4454,EURO
2021-04-08,272879,4939,EURO
2021-04-09,272775,4502,EURO
2021-04-10,241843,4602,EURO
2021-04-11,252182,2972,EURO
2021-04-12,197863,2825,EURO
2021-04-13,198832,4146,EURO
2021-04-14,245533,4569,EURO
2021-04-15,269017,4308,EURO
2021-04-16,250177,4035,EURO
2021-04-17,227496,4073,EURO
2021-04-18,235809,2849,EURO
2021-04-19,172454,2662,EURO
2021-04-20,197639,4248,EURO
2021-04-21,228506,4334,EURO
2021-04-22,251048,4125,EURO
2021-04-23,226485,3874,EURO
2021-04-24,194535,3830,EURO
2021-04-25,189797,2753,EURO
2021-04-26,150783,2495,EURO
2021-04-27,146370,3924,EURO
2021-04-28,185151,3964,EURO
2021-04-29,200045,3671,EURO
2021-04-30,170881,3414,EURO
2021-05-01,154047,3350,EURO
2021-05-02,153660,2330,EURO
2021-05-03,112833,2137,EURO
2021-05-04,110327,2691,EURO
2021-05-05,136966,3049,EURO
2021-05-06,157293,3381,EURO
2021-05-07,137441,3092,EURO
2021-05-08,124869,2969,EURO
2021-05-09,129190,2145,EURO
2021-05-10,93843,1896,EURO
2021-05-11,91854,2601,EURO
2021-05-12,98749,2888,EURO
2021-05-13,122850,2733,EURO
2021-05-14,103126,2395,EURO
2021-05-15,89577,2424,EURO
2021-05-16,93405,1626,EURO
2021-05-17,75935,1556,EURO
2021-05-18,72355,2318,EURO
2021-05-19,93166,2363,EURO
2021-05-20,99318,2133,EURO
2021-05-21,81555,1993,EURO
2021-05-22,87306,1989,EURO
2021-05-23,73928,1435,EURO
2021-05-24,55998,1128,EURO
2021-05-25,46528,1596,EURO
2021-05-26,58584,2135,EURO
2021-05-27,76591,1800,EURO
2021-05-28,78092,1742,EURO
2021-05-29,71022,1629,EURO
2021-05-30,60763,1087,EURO
2021-05-31,49748,1119,EURO
2021-06-01,45616,1502,EURO
2021-06-02,61122,1539,EURO
2021-06-03,64109,1384,EURO
2021-06-04,58764,1300,EURO
2021-06-05,56003,1314,EURO
2021-06-06,49957,1017,EURO
2021-06-07,41587,964,EURO
2021-06-08,39543,1457,EURO
2021-06-09,51456,1443,EURO
2021-06-10,56248,1224,EURO
2021-06-11,53573,1233,EURO
